timestamp, uuid, name, index, memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/21 14:02:27.872, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 37.78 W, 180 MHz, 32
2026/09/21 14:02:27.872, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 1 %, 61.38 W, 2355 MHz, 33
2026/09/21 14:02:27.872, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.53 W, 180 MHz, 32
2026/09/21 14:02:28.122, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 629 MiB, 0 %, 54.50 W, 2362 MHz, 33
2026/09/21 14:02:28.122, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 37.54 W, 180 MHz, 32
2026/09/21 14:02:28.122, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 67.26 W, 2355 MHz, 33
2026/09/21 14:02:28.122, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.47 W, 180 MHz, 32
2026/09/21 14:02:28.372, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 629 MiB, 1 %, 75.90 W, 2362 MHz, 33
2026/09/21 14:02:28.373, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 36.77 W, 180 MHz, 32
2026/09/21 14:02:28.373, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 89.41 W, 2355 MHz, 33
2026/09/21 14:02:28.373, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.40 W, 180 MHz, 32
2026/09/21 14:02:28.623, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 15 %, 97.54 W, 2362 MHz, 34
2026/09/21 14:02:28.623, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 36.79 W, 180 MHz, 32
2026/09/21 14:02:28.623, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 91.32 W, 2355 MHz, 33
2026/09/21 14:02:28.623, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.33 W, 180 MHz, 32
2026/09/21 14:02:28.873, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 96.58 W, 2362 MHz, 33
2026/09/21 14:02:28.876, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 36.79 W, 180 MHz, 32
2026/09/21 14:02:28.876, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 1 MiB, 0 %, 90.15 W, 2355 MHz, 33
2026/09/21 14:02:28.897, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.33 W, 180 MHz, 32
2026/09/21 14:02:29.147, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 96.86 W, 2362 MHz, 33
2026/09/21 14:02:29.147, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 37.41 W, 180 MHz, 32
2026/09/21 14:02:29.147, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 591 MiB, 0 %, 93.04 W, 2355 MHz, 33
2026/09/21 14:02:29.147, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.94 W, 180 MHz, 32
2026/09/21 14:02:29.397, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 96.78 W, 2362 MHz, 33
2026/09/21 14:02:29.397, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 37.49 W, 180 MHz, 32
2026/09/21 14:02:29.397, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 591 MiB, 0 %, 93.11 W, 2355 MHz, 33
2026/09/21 14:02:29.397, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.92 W, 180 MHz, 32
2026/09/21 14:02:29.647, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.86 W, 2362 MHz, 33
2026/09/21 14:02:29.647, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 37.39 W, 172 MHz, 32
2026/09/21 14:02:29.647, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 591 MiB, 0 %, 93.17 W, 2355 MHz, 33
2026/09/21 14:02:29.647, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.83 W, 180 MHz, 32
2026/09/21 14:02:29.897, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.67 W, 2362 MHz, 33
2026/09/21 14:02:29.898, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1 MiB, 0 %, 37.37 W, 180 MHz, 32
2026/09/21 14:02:29.898, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 2 %, 93.23 W, 2355 MHz, 34
2026/09/21 14:02:29.898, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.83 W, 180 MHz, 32
2026/09/21 14:02:30.148, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.62 W, 2362 MHz, 33
2026/09/21 14:02:30.148, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 595 MiB, 1 %, 45.47 W, 885 MHz, 33
2026/09/21 14:02:30.148, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.61 W, 2355 MHz, 34
2026/09/21 14:02:30.148, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.50 W, 180 MHz, 32
2026/09/21 14:02:30.398, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.62 W, 2362 MHz, 33
2026/09/21 14:02:30.399, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 595 MiB, 0 %, 60.25 W, 2317 MHz, 33
2026/09/21 14:02:30.399, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.57 W, 2355 MHz, 34
2026/09/21 14:02:30.399, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.52 W, 180 MHz, 32
2026/09/21 14:02:30.649, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 91.48 W, 2362 MHz, 33
2026/09/21 14:02:30.649, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 595 MiB, 0 %, 70.18 W, 2317 MHz, 33
2026/09/21 14:02:30.649, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.58 W, 2355 MHz, 34
2026/09/21 14:02:30.649, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.60 W, 180 MHz, 32
2026/09/21 14:02:30.899, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 91.42 W, 2362 MHz, 33
2026/09/21 14:02:30.899, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 595 MiB, 0 %, 84.78 W, 2317 MHz, 33
2026/09/21 14:02:30.899, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.57 W, 2355 MHz, 34
2026/09/21 14:02:30.899, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.55 W, 180 MHz, 32
2026/09/21 14:02:31.149, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 91.30 W, 2362 MHz, 33
2026/09/21 14:02:31.149, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 627 MiB, 0 %, 87.53 W, 2317 MHz, 33
2026/09/21 14:02:31.149, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.57 W, 2355 MHz, 34
2026/09/21 14:02:31.149, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.55 W, 180 MHz, 32
2026/09/21 14:02:31.400, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 91.12 W, 2362 MHz, 33
2026/09/21 14:02:31.400, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 627 MiB, 0 %, 87.49 W, 2317 MHz, 33
2026/09/21 14:02:31.400, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.57 W, 2355 MHz, 34
2026/09/21 14:02:31.400, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.55 W, 180 MHz, 32
2026/09/21 14:02:31.650, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 91.11 W, 2362 MHz, 33
2026/09/21 14:02:31.650, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 627 MiB, 0 %, 87.60 W, 2317 MHz, 34
2026/09/21 14:02:31.650, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.08 W, 2355 MHz, 34
2026/09/21 14:02:31.650, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 36.55 W, 180 MHz, 32
2026/09/21 14:02:31.900, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 91.11 W, 2362 MHz, 33
2026/09/21 14:02:31.900, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 787 MiB, 2 %, 87.71 W, 2317 MHz, 34
2026/09/21 14:02:31.900, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.14 W, 2355 MHz, 34
2026/09/21 14:02:31.900, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 35.26 W, 180 MHz, 32
2026/09/21 14:02:32.150, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 91.11 W, 2362 MHz, 33
2026/09/21 14:02:32.151, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 915 MiB, 1 %, 87.75 W, 2317 MHz, 34
2026/09/21 14:02:32.151, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.18 W, 2355 MHz, 34
2026/09/21 14:02:32.151, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 35.26 W, 180 MHz, 32
2026/09/21 14:02:32.401, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 91.11 W, 2362 MHz, 33
2026/09/21 14:02:32.403, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1011 MiB, 1 %, 88.19 W, 2317 MHz, 34
2026/09/21 14:02:32.403, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 623 MiB, 0 %, 90.28 W, 2355 MHz, 34
2026/09/21 14:02:32.403, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 22 MiB, 0 %, 36.93 W, 180 MHz, 32
2026/09/21 14:02:32.654, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.52 W, 2362 MHz, 33
2026/09/21 14:02:32.654, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1139 MiB, 1 %, 88.30 W, 2317 MHz, 34
2026/09/21 14:02:32.654, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.76 W, 2355 MHz, 34
2026/09/21 14:02:32.654, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 595 MiB, 0 %, 43.06 W, 330 MHz, 33
2026/09/21 14:02:32.904, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.52 W, 2362 MHz, 33
2026/09/21 14:02:32.904, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1619 MiB, 6 %, 88.57 W, 2317 MHz, 34
2026/09/21 14:02:32.904, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.83 W, 2355 MHz, 34
2026/09/21 14:02:32.904, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 595 MiB, 0 %, 62.71 W, 2325 MHz, 33
2026/09/21 14:02:33.154, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.52 W, 2362 MHz, 33
2026/09/21 14:02:33.154, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1619 MiB, 0 %, 88.55 W, 2317 MHz, 34
2026/09/21 14:02:33.154, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.86 W, 2355 MHz, 34
2026/09/21 14:02:33.154, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 595 MiB, 0 %, 66.72 W, 2325 MHz, 33
2026/09/21 14:02:33.405, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.52 W, 2362 MHz, 33
2026/09/21 14:02:33.405, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1619 MiB, 70 %, 111.81 W, 2310 MHz, 36
2026/09/21 14:02:33.405, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.72 W, 2355 MHz, 34
2026/09/21 14:02:33.405, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 627 MiB, 0 %, 89.52 W, 2325 MHz, 33
2026/09/21 14:02:33.655, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 89.83 W, 2362 MHz, 33
2026/09/21 14:02:33.655, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1811 MiB, 67 %, 141.50 W, 2302 MHz, 37
2026/09/21 14:02:33.655, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.54 W, 2355 MHz, 34
2026/09/21 14:02:33.655, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 627 MiB, 0 %, 88.92 W, 2325 MHz, 33
2026/09/21 14:02:33.905, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 89.98 W, 2362 MHz, 34
2026/09/21 14:02:33.905, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1811 MiB, 54 %, 168.06 W, 2302 MHz, 37
2026/09/21 14:02:33.905, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.51 W, 2355 MHz, 34
2026/09/21 14:02:33.905, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 627 MiB, 0 %, 88.94 W, 2325 MHz, 33
2026/09/21 14:02:34.156, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.05 W, 2362 MHz, 34
2026/09/21 14:02:34.156, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1843 MiB, 56 %, 191.09 W, 2302 MHz, 38
2026/09/21 14:02:34.156, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.51 W, 2355 MHz, 34
2026/09/21 14:02:34.156, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 723 MiB, 0 %, 89.03 W, 2325 MHz, 33
2026/09/21 14:02:34.406, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.13 W, 2362 MHz, 34
2026/09/21 14:02:34.406, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1843 MiB, 85 %, 203.54 W, 2302 MHz, 39
2026/09/21 14:02:34.406, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.51 W, 2355 MHz, 34
2026/09/21 14:02:34.406, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 851 MiB, 2 %, 89.19 W, 2325 MHz, 33
2026/09/21 14:02:34.656, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 725 MiB, 0 %, 90.67 W, 2362 MHz, 34
2026/09/21 14:02:34.656, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 1843 MiB, 94 %, 201.87 W, 2302 MHz, 38
2026/09/21 14:02:34.656, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 815 MiB, 0 %, 90.51 W, 2355 MHz, 34
