server	52488472	a845cf9b51def51e1ba8e75b1eaa06dfc1e0cdd572e05c7fbfd6d6ce44a6348a	/opt/scratch/nvme/cx-gateway/memra/target/release/memra-server
model	15705920064	d8d71c7e8a01a1c964fd904a7b496eaef19bdd66827e0949e66c723da742d517	/opt/scratch/nvme/cx-gateway/models/Qwen3.6-27B-NVFP4-Q4_K_M-mtp.gguf
draft	MISSING	MISSING	
model_metadata	1280	671568b0f4ea3c1b799b79073faeba8a8bfdb4f47e1afca8ed7710de2783d4ce	/opt/scratch/nvme/cx-gateway/memra/deploy/gateway/q27-models.toml
keyring_hash_only	722	f930bc9100020e28628faf845af609a4b986965fd824f1240f307cb7c63781c1	/tmp/cx-gateway-keys.ZN0DTN/keys.toml
environment_hash_only	MISSING	MISSING	/etc/memra/runpod.env
request_cost_ledger	19206	7a2dc0167b820847197e4fd981d9cd31b63581e4e50d0972e409a95dcb236915	/opt/scratch/nvme/cx-gateway/raw/preflight-20260812T081327Z/request-cost-replica0.jsonl
server_unit	MISSING	MISSING	/etc/systemd/system/memra-server.service
server_dropin	MISSING	MISSING	/etc/systemd/system/memra-server.service.d/runpod.conf
gateway_dropin	MISSING	MISSING	/etc/systemd/system/memra-server.service.d/gateway.conf
cloudflared_unit	MISSING	MISSING	/etc/systemd/system/cloudflared.service
